a	[('0', '1338'), ('1', '273'), ('2', '191'), ('3', '681'), ('4', '569')]
aloud	[('0', '1'), ('3', '1'), ('4', '2')]
alphabetical	[('3', '4')]
already	[('0', '16'), ('1', '6'), ('2', '2'), ('3', '4'), ('4', '2')]
also	[('0', '63'), ('1', '16'), ('2', '4'), ('3', '18'), ('4', '8')]
alter	[('0', '2'), ('3', '1')]
alteration	[('0', '1'), ('1', '1'), ('2', '1'), ('3', '1'), ('4', '1')]
alterations	[('0', '2'), ('1', '1')]
altered	[('3', '2')]
alternate	[('0', '1'), ('1', '1'), ('2', '1'), ('3', '1'), ('4', '1')]
alternately	[('4', '1')]
alternative	[('0', '2')]
alternatives	[('0', '1')]
although	[('0', '1'), ('2', '2'), ('4', '3')]
altogether	[('0', '2'), ('1', '4')]
alumnus	[('3', '2')]
alway	[('4', '1')]
always	[('0', '75'), ('1', '4'), ('2', '5'), ('3', '17'), ('4', '12')]
am	[('0', '21'), ('1', '13'), ('2', '3'), ('3', '20'), ('4', '10')]
amaze	[('4', '1')]
amazement	[('3', '1')]
amazing	[('3', '1')]
amber	[('4', '1')]
ambition	[('2', '1'), ('4', '1')]
ambitious	[('1', '1')]
ambulando	[('3', '1')]
amends	[('3', '1')]
america	[('3', '2')]
american	[('0', '2'), ('1', '1'), ('3', '1')]
amiable	[('1', '6')]
amiably	[('3', '1')]
amid	[('4', '1')]
among	[('0', '10'), ('1', '2'), ('2', '1'), ('3', '6'), ('4', '2')]
amos	[('0', '3')]
amount	[('0', '1'), ('2', '1'), ('3', '8'), ('4', '1')]
amounts	[('0', '2'), ('3', '2')]
amply	[('2', '1'), ('4', '1')]
amuse	[('0', '2'), ('1', '1'), ('3', '1')]
amusement	[('0', '1'), ('1', '3'), ('3', '1')]
amusing	[('0', '2'), ('1', '1')]
an	[('0', '138'), ('1', '37'), ('2', '14'), ('3', '114'), ('4', '48')]
an1	[('0', '1')]
an2	[('0', '1')]
an3	[('0', '1')]
an4	[('0', '2')]
an5	[('0', '1')]
an6	[('0', '1')]
an7	[('0', '1')]
an8	[('0', '1')]
an9	[('0', '1')]
analysis	[('0', '2'), ('3', '2')]
analytical	[('3', '1')]
ancient	[('0', '2'), ('2', '1'), ('3', '3'), ('4', '3')]
and	[('0', '953'), ('1', '368'), ('2', '233'), ('3', '859'), ('4', '732')]
anecdote	[('1', '1'), ('3', '2')]
anecdotes	[('3', '2')]
anew	[('4', '1')]
anglais	[('0', '1')]
angle	[('3', '1')]
angles	[('3', '1')]
angrily	[('2', '1'), ('3', '1'), ('4', '1')]
angry	[('1', '1'), ('3', '2'), ('4', '2')]
anguish	[('3', '1'), ('4', '2')]
animal	[('0', '14'), ('1', '1')]
animals	[('0', '36'), ('1', '9')]
anita	[('3', '2')]
anither	[('4', '2')]
annihilated	[('3', '2')]
announced	[('0', '3'), ('3', '1'), ('4', '1')]
announcing	[('3', '1')]
annoy	[('0', '1'), ('3', '2'), ('4', '1')]
annoyance	[('3', '3')]
annoyed	[('4', '1')]
annoying	[('0', '1')]
annoys	[('0', '1'), ('1', '1')]
annual	[('3', '2')]
another	[('0', '13'), ('1', '5'), ('2', '1'), ('3', '30'), ('4', '7')]
ans	[('0', '6'), ('4', '1')]
answer	[('0', '7'), ('1', '4'), ('2', '2'), ('3', '45'), ('4', '9')]
answere	[('4', '1')]
answered	[('1', '1'), ('3', '3'), ('4', '4')]
answering	[('0', '1'), ('2', '1'), ('3', '2'), ('4', '3')]
answers	[('0', '21'), ('1', '2'), ('3', '52'), ('4', '2')]
ante	[('1', '1')]
antediluvian	[('2', '1'), ('4', '1')]
antelope	[('0', '1'), ('1', '1')]
antelopes	[('0', '1')]
antiquated	[('0', '1'), ('3', '1')]
antique	[('3', '1')]
antonie	[('0', '1'), ('3', '1'), ('4', '1')]
anxiety	[('3', '1')]
anxious	[('0', '8'), ('1', '2'), ('3', '2')]
anxiously	[('1', '1'), ('3', '2')]
any	[('0', '151'), ('1', '68'), ('2', '41'), ('3', '73'), ('4', '60')]
anybody	[('3', '1')]
anyhow	[('2', '1'), ('3', '1'), ('4', '2')]
anyone	[('0', '5'), ('1', '5'), ('2', '5'), ('3', '5'), ('4', '5')]
anything	[('0', '13'), ('1', '8'), ('2', '2'), ('3', '8'), ('4', '6')]
anywhere	[('0', '3'), ('1', '2'), ('2', '2'), ('3', '4'), ('4', '2')]
apart	[('3', '1')]
apartments	[('3', '4')]
ape	[('4', '1')]
apiece	[('1', '1'), ('3', '2')]
apollo	[('3', '1')]
apologetic	[('3', '1')]
apology	[('0', '1')]
apparently	[('0', '2'), ('3', '1')]
appeal	[('2', '3'), ('3', '2'), ('4', '3')]
appealed	[('0', '1'), ('3', '1'), ('4', '1')]
appear	[('0', '8'), ('1', '1'), ('2', '2'), ('3', '5'), ('4', '3')]
appearances	[('2', '1'), ('4', '1')]
appeared	[('0', '1'), ('2', '3'), ('3', '2'), ('4', '4')]
appearing	[('0', '1'), ('1', '1'), ('2', '1'), ('3', '1'), ('4', '1')]
appears	[('0', '1'), ('1', '1'), ('2', '1'), ('3', '2'), ('4', '1')]
appease	[('0', '1')]
appendix	[('0', '7'), ('3', '1')]
appetite	[('0', '8'), ('4', '2')]
apple	[('3', '1')]
apples	[('0', '13'), ('1', '2'), ('3', '1')]
applicable	[('0', '3'), ('1', '4'), ('2', '3'), ('3', '3'), ('4', '3')]
applications	[('0', '1')]
applied	[('0', '5'), ('1', '1'), ('3', '2')]
apply	[('0', '4'), ('1', '1'), ('2', '1'), ('3', '2'), ('4', '1')]
appointed	[('4', '1')]
apportioned	[('3', '1')]
appreciate	[('0', '2')]
appreciates	[('0', '1')]
appreciating	[('0', '1')]
appreciative	[('3', '2')]
approach	[('0', '1'), ('1', '1'), ('2', '2'), ('3', '2'), ('4', '2')]
approached	[('3', '1')]
appropriate	[('3', '1'), ('4', '1')]
approve	[('3', '1')]
approximations	[('3', '1')]
april	[('3', '1')]
apt	[('0', '3'), ('3', '1'), ('4', '1')]
aptly	[('3', '1')]
arbitrary	[('0', '6'), ('1', '1')]
architect	[('4', '1')]
architecture	[('4', '1')]
archive	[('0', '13'), ('1', '13'), ('2', '13'), ('3', '13'), ('4', '13')]
ardmore	[('3', '2')]
are	[('0', '2182'), ('1', '747'), ('2', '23'), ('3', '158'), ('4', '76')]
area	[('0', '2'), ('3', '3')]
aren	[('1', '2'), ('3', '2')]
argued	[('4', '1')]
arguing	[('3', '1'), ('4', '2')]
argument	[('0', '6'), ('1', '1'), ('3', '1'), ('4', '3')]
arguments	[('0', '1'), ('1', '3')]
arise	[('0', '1'), ('1', '1'), ('2', '1'), ('3', '1'), ('4', '1')]
arises	[('0', '1')]
arising	[('3', '1')]
aristotelian	[('0', '2')]
arithmetic	[('3', '8')]
arithmetical	[('2', '1'), ('3', '6'), ('4', '1')]
arithmetically	[('3', '1')]
arm	[('3', '7')]
armour	[('3', '3')]
arms	[('3', '1')]
arose	[('2', '1'), ('4', '1')]
around	[('2', '1'), ('3', '2'), ('4', '1')]
arrange	[('0', '9'), ('2', '1'), ('3', '2'), ('4', '2')]
arranged	[('0', '9'), ('1', '5'), ('3', '6'), ('4', '2')]
arrangement	[('0', '1'), ('2', '1'), ('3', '3'), ('4', '2')]
arrangements	[('0', '8')]
arranging	[('0', '2'), ('3', '3')]
array	[('0', '1'), ('1', '1'), ('2', '1'), ('3', '3'), ('4', '1')]
arrears	[('3', '1')]
arrival	[('3', '4')]
arrive	[('3', '1')]
arrived	[('0', '1'), ('3', '1'), ('4', '1')]
arrives	[('3', '1')]
arriving	[('3', '1')]
art	[('0', '4'), ('1', '2'), ('2', '1'), ('3', '2'), ('4', '8')]
arthur	[('0', '2'), ('3', '6'), ('4', '3')]
article	[('0', '2'), ('3', '1')]
articles	[('0', '4'), ('3', '1')]
artificial	[('0', '5')]
artist	[('4', '1')]
artistic	[('0', '5')]
aruirag	[('3', '1')]
arvon	[('3', '4')]
as	[('0', '366'), ('1', '109'), ('2', '48'), ('3', '260'), ('4', '136')]
ascended	[('3', '1')]
ascending	[('0', '2'), ('3', '1')]
ascent	[('3', '2'), ('4', '1')]
ascertain	[('0', '18'), ('3', '2')]
ascertainable	[('3', '1')]
ascertaining	[('3', '1')]
ascertains	[('3', '1')]
ascii	[('0', '3'), ('1', '2'), ('2', '2'), ('3', '2'), ('4', '2')]
aside	[('0', '1'), ('1', '1'), ('3', '4'), ('4', '1')]
ask	[('0', '2'), ('1', '7'), ('3', '6'), ('4', '3')]
asked	[('1', '2'), ('2', '1'), ('3', '3'), ('4', '8')]
asking	[('0', '1')]
asks	[('0', '1')]
asleep	[('0', '2'), ('2', '1'), ('3', '2'), ('4', '1')]
aspect	[('4', '1')]
assembled	[('3', '1')]
assented	[('3', '1')]
assert	[('0', '19'), ('1', '2')]
asserted	[('0', '68'), ('1', '1')]
asserting	[('0', '9'), ('1', '1')]
assertion	[('0', '3'), ('1', '1'), ('3', '5')]
assertions	[('3', '1')]
asserts	[('0', '19'), ('3', '2')]
asses	[('4', '1')]
assign	[('0', '1'), ('1', '1')]
assigned	[('0', '50'), ('1', '1')]
assigning	[('0', '6'), ('3', '1')]
assist	[('0', '1')]
assistance	[('0', '1'), ('1', '1'), ('2', '1'), ('3', '1'), ('4', '1')]
assisting	[('3', '2')]
assizes	[('0', '5')]
associated	[('0', '8'), ('1', '8'), ('2', '8'), ('3', '8'), ('4', '8')]
association	[('0', '1')]
assorted	[('3', '1')]
assume	[('0', '1'), ('3', '12')]
assumed	[('0', '5'), ('1', '1'), ('3', '2')]
assumes	[('3', '12')]
assuming	[('3', '5')]
assumption	[('3', '11')]
assumptions	[('3', '8')]
assurance	[('3', '1')]
assure	[('1', '1'), ('3', '2')]
astounding	[('3', '1')]
astride	[('1', '1')]
asunder	[('4', '1')]
at	[('0', '150'), ('1', '69'), ('2', '39'), ('3', '166'), ('4', '111')]
atalanta	[('4', '3')]
ate	[('3', '2'), ('4', '1')]
athirst	[('3', '1')]
athwart	[('1', '1'), ('4', '1')]
atlantic	[('3', '1')]
atone	[('2', '1'), ('4', '1')]
attached	[('0', '1'), ('1', '1'), ('2', '1'), ('3', '1'), ('4', '1')]
attaching	[('0', '1')]
attained	[('3', '1')]
attempt	[('0', '2'), ('3', '3'), ('4', '2')]
attempted	[('0', '5')]
attempting	[('2', '1'), ('4', '1')]
attempts	[('0', '6'), ('3', '2'), ('4', '1')]
attending	[('2', '1'), ('3', '1'), ('4', '1')]
attention	[('0', '8'), ('1', '2'), ('3', '2'), ('4', '1')]
attentive	[('4', '1')]
attest	[('3', '2')]
attitudes	[('4', '1')]
attract	[('3', '1')]
attracted	[('3', '1')]
attribute	[('0', '29'), ('1', '26')]
attributed	[('1', '4')]
attributes	[('0', '37'), ('1', '34')]
au	[('0', '1')]
audible	[('0', '3'), ('1', '1')]
august	[('4', '1')]
auk	[('0', '4')]
aunt	[('3', '28')]
aus	[('0', '1')]
author	[('0', '12'), ('1', '2'), ('2', '2'), ('3', '1'), ('4', '4')]
authorised	[('0', '9')]
authorises	[('0', '2')]
authorities	[('1', '1')]
authority	[('3', '1')]
authors	[('3', '1')]
autumn	[('3', '1')]
avail	[('0', '1')]
available	[('0', '3'), ('1', '5'), ('2', '2'), ('3', '2'), ('4', '2')]
avalanche	[('3', '1'), ('4', '1')]
aventures	[('0', '1')]
average	[('3', '1')]
aversion	[('3', '1')]
aviary	[('0', '4')]
avoid	[('0', '6'), ('1', '1'), ('3', '2'), ('4', '1')]
avoided	[('0', '7'), ('1', '1'), ('3', '2')]
avventure	[('0', '1')]
awa	[('4', '1')]
awake	[('0', '3'), ('3', '1'), ('4', '1')]
aware	[('0', '1'), ('1', '1'), ('4', '1')]
away	[('0', '9'), ('1', '8'), ('2', '8'), ('3', '15'), ('4', '22')]
awe	[('2', '1'), ('4', '2')]
awful	[('0', '1'), ('4', '4')]
awfully	[('3', '1')]
awhile	[('3', '1')]
awkward	[('0', '1'), ('2', '2'), ('4', '2')]
awkwardness	[('0', '1')]
axiom	[('0', '1'), ('4', '1')]
ay	[('4', '1')]
aye	[('4', '4')]
ayr	[('3', '5')]
b	[('0', '404'), ('1', '6'), ('2', '3'), ('3', '74'), ('4', '7')]
ba	[('0', '30')]
babbling	[('4', '1')]
babel	[('3', '1'), ('4', '1')]
babies	[('0', '11'), ('1', '2')]
baby	[('0', '4'), ('1', '2'), ('3', '2')]
bachelor	[('4', '1')]
back	[('0', '5'), ('3', '18'), ('4', '9')]
backwards	[('0', '1'), ('2', '1'), ('3', '3'), ('4', '1')]
bacon	[('4', '1')]
bad	[('0', '3'), ('1', '7'), ('3', '9'), ('4', '3')]
bade	[('2', '2'), ('4', '2')]
badger	[('0', '2')]
badgers	[('0', '2')]
badly	[('0', '1'), ('3', '1'), ('4', '1')]
baffled	[('4', '1')]
bag	[('3', '5')]
bagpipes	[('4', '1')]
bags	[('2', '1'), ('3', '3'), ('4', '1')]
bailey	[('3', '2')]
bains	[('3', '4')]
baith	[('4', '1')]
baize	[('3', '1')]
bake	[('2', '1'), ('4', '1')]
baked	[('1', '2')]
baker	[('2', '10'), ('4', '12')]
baking	[('4', '1')]
balance	[('1', '1'), ('3', '1')]
balanced	[('2', '1'), ('4', '1')]
balances	[('3', '1')]
balbus	[('3', '71')]
balcony	[('1', '1')]
bald	[('0', '5'), ('1', '2')]
baleful	[('4', '1')]
ball	[('4', '1')]
ballads	[('4', '1')]
bamboo	[('3', '3')]
bamboos	[('3', '3')]
band	[('3', '1')]
bandersnatch	[('2', '3'), ('4', '3')]
banditti	[('3', '1')]
bands	[('2', '1'), ('4', '2')]
bandying	[('3', '1')]
bane	[('3', '1'), ('4', '1')]
bank	[('0', '1'), ('3', '1')]
banker	[('0', '6'), ('1', '1'), ('2', '7'), ('4', '8')]
bankers	[('0', '15')]
bankrupt	[('3', '1')]
bankrupts	[('0', '5'), ('1', '2')]
banner	[('4', '1')]
banners	[('4', '1')]
banns	[('4', '2')]
banquet	[('3', '1')]
banshee	[('4', '1')]
bantam	[('4', '1')]
bar	[('3', '1'), ('4', '1')]
barely	[('4', '1')]
bargain	[('0', '3')]
bark	[('3', '1'), ('4', '2')]
barked	[('4', '1')]
barley	[('0', '9')]
barmecide	[('0', '1')]
barrister	[('2', '5'), ('4', '6')]
barrow	[('0', '3'), ('4', '1')]
barry	[('0', '14')]
bars	[('4', '1')]
barzillai	[('1', '2')]
base	[('3', '2')]
based	[('0', '2'), ('1', '2'), ('2', '3'), ('3', '2'), ('4', '3')]
baseless	[('3', '1')]
baseness	[('4', '1')]
bask	[('3', '1')]
basket	[('3', '3')]
basking	[('3', '1')]
bat	[('4', '1')]
batch	[('2', '1'), ('4', '1')]
bated	[('0', '1')]
bath	[('0', '3')]
bathed	[('4', '1')]
bathing	[('0', '4'), ('2', '1'), ('4', '1')]
bats	[('0', '2')]
batsman	[('0', '1')]
battered	[('4', '1')]
battle	[('0', '8'), ('3', '3')]
battledores	[('1', '1')]
battlement	[('4', '2')]
battles	[('0', '2'), ('1', '3')]
bawn	[('4', '1')]
bay	[('3', '1')]
baying	[('3', '1')]
bayswater	[('3', '1')]
bc	[('0', '33'), ('1', '1'), ('3', '2')]
bd	[('0', '24'), ('3', '2')]
be	[('0', '498'), ('1', '198'), ('2', '47'), ('3', '206'), ('4', '118')]
beach	[('2', '2'), ('3', '1'), ('4', '5')]
beaming	[('3', '1')]
beamish	[('2', '1'), ('4', '2')]
bear	[('0', '3'), ('2', '1'), ('3', '1'), ('4', '2')]
beard	[('0', '1')]
beards	[('0', '1')]
bearer	[('0', '2'), ('2', '1'), ('4', '1')]
bearings	[('4', '1')]
beat	[('0', '3'), ('4', '3')]
beaten	[('3', '4')]
beats	[('3', '2'), ('4', '1')]
beau	[('3', '1')]
beautiful	[('0', '1'), ('1', '4'), ('3', '1'), ('4', '1')]
beautifully	[('3', '2')]
beautifying	[('4', '1')]
beauty	[('2', '1'), ('3', '1'), ('4', '4')]
beaver	[('2', '18'), ('4', '21')]
beavers	[('2', '1'), ('4', '1')]
became	[('2', '1'), ('4', '3')]
because	[('0', '10'), ('1', '9'), ('2', '2'), ('3', '10'), ('4', '11')]
beckalegg	[('1', '1')]
beckaleggs	[('1', '1')]
become	[('0', '3'), ('1', '3'), ('3', '2')]
becomes	[('0', '12'), ('2', '1'), ('3', '5'), ('4', '2')]
bed	[('0', '2'), ('3', '1'), ('4', '4')]
bedford	[('0', '2'), ('1', '1')]
beds	[('1', '2'), ('3', '1')]
bee	[('3', '2'), ('4', '1')]
beef	[('0', '1')]
been	[('0', '75'), ('1', '5'), ('2', '13'), ('3', '65'), ('4', '27')]
beer	[('4', '2')]
beethoven	[('0', '4')]
beetles	[('1', '1')]
before	[('0', '22'), ('1', '7'), ('2', '10'), ('3', '29'), ('4', '24')]
beg	[('0', '3'), ('3', '6'), ('4', '4')]
began	[('1', '1'), ('2', '1'), ('3', '9'), ('4', '8')]
begged	[('0', '7'), ('1', '1'), ('4', '1')]
begging	[('0', '2')]
begin	[('0', '26'), ('1', '5'), ('3', '6'), ('4', '4')]
beginner	[('0', '1')]
beginners	[('0', '2'), ('1', '1')]
beginning	[('0', '28'), ('1', '6'), ('2', '2'), ('3', '7'), ('4', '3')]
begins	[('0', '8'), ('1', '2'), ('3', '7'), ('4', '3')]
begs	[('0', '2'), ('1', '1')]
beguiled	[('3', '1')]
begun	[('0', '4'), ('1', '1'), ('2', '1'), ('3', '2'), ('4', '3')]
behave	[('4', '1')]
behaviour	[('4', '1')]
beheld	[('2', '2'), ('4', '2')]
behind	[('0', '7'), ('1', '3'), ('2', '2'), ('3', '5'), ('4', '3')]
being	[('0', '31'), ('1', '16'), ('2', '3'), ('3', '29'), ('4', '11')]
beings	[('0', '1'), ('3', '2')]
belaying	[('3', '2')]
believe	[('0', '2'), ('2', '1'), ('3', '3'), ('4', '2')]
believed	[('0', '5')]
believers	[('4', '1')]
believes	[('2', '1'), ('3', '1'), ('4', '1')]
bell	[('2', '6'), ('4', '6')]
belle	[('4', '1')]
bellman	[('2', '33'), ('4', '34')]
bellow	[('4', '1')]
bellowing	[('2', '2'), ('4', '2')]
bells	[('4', '2')]
belong	[('0', '7'), ('1', '8'), ('3', '1')]
belonged	[('2', '1'), ('4', '1')]
belonging	[('0', '8'), ('1', '12')]
belongs	[('0', '4'), ('1', '1'), ('3', '1')]
beloved	[('3', '1'), ('4', '1')]
below	[('0', '4'), ('1', '4'), ('2', '3'), ('3', '6'), ('4', '4')]
bench	[('3', '3')]
bend	[('1', '1'), ('4', '1')]
bene	[('1', '1')]
